_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
226,2007/08,S92000003,d,Total,d,"F50 - F59, F70 - F99",560, ,10.83, ,440, ,8.51, ,100, ,1.93, 
227,2007/08,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",240, ,4.64, ,210, ,4.06, , ,:, ,:
228,2007/08,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",320, ,6.19, ,250, ,4.84, ,100, ,1.93, 
229,2007/08,S92000003,d,Total,d,F20 - F29,5680, ,109.86, ,3750, ,72.53, ,1510, ,29.21, 
230,2007/08,S92000003,d,SMR01, ,F20 - F29,170, ,3.29, ,120, ,2.32, , ,:, ,:
231,2007/08,S92000003,d,SMR04, ,F20 - F29,5520, ,106.77, ,3680, ,71.18, ,1510, ,29.21, 
232,2008/09,S92000003,d,Total,d,F60 - F69,1420, ,27.29, ,930, ,17.87, ,100, ,1.92, 
233,2008/09,S92000003,d,SMR01, ,F60 - F69,40, ,0.77, ,30, ,0.58, , ,:, ,:
234,2008/09,S92000003,d,SMR04, ,F60 - F69,1380, ,26.52, ,900, ,17.3, ,100, ,1.92, 
235,2008/09,S92000003,d,Total,d,F10 - F19,12550, ,241.21, ,8500, ,163.37, ,220, ,4.23, 
236,2008/09,S92000003,d,SMR01, ,F10 - F19,8100, ,155.68, ,5300, ,101.87, , ,:, ,:
237,2008/09,S92000003,d,SMR04, ,F10 - F19,4450, ,85.53, ,3710, ,71.31, ,220, ,4.23, 
238,2008/09,S92000003,d,Total,d,F30 - F39,6460, ,124.16, ,5000, ,96.1, ,700, ,13.45, 
239,2008/09,S92000003,d,SMR01, ,F30 - F39,390, ,7.5, ,310, ,5.96, , ,:, ,:
240,2008/09,S92000003,d,SMR04, ,F30 - F39,6060, ,116.47, ,4750, ,91.3, ,700, ,13.45, 
241,2008/09,S92000003,d,Total,d,F40 - F49,2370, ,45.55, ,2040, ,39.21, ,90, ,1.73, 
242,2008/09,S92000003,d,SMR01, ,F40 - F49,840, ,16.14, ,710, ,13.65, , ,:, ,:
243,2008/09,S92000003,d,SMR04, ,F40 - F49,1530, ,29.41, ,1340, ,25.75, ,90, ,1.73, 
244,2008/09,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,6370, ,122.43, ,4560, ,87.64, ,1450, ,27.87, 
245,2008/09,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,3080, ,59.2, ,1980, ,38.06, , ,:, ,:
246,2008/09,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,3290, ,63.23, ,2730, ,52.47, ,1450, ,27.87, 
247,2008/09,S92000003,d,Total,d,"F50 - F59, F70 - F99",520, ,9.99, ,410, ,7.88, ,80, ,1.54, 
248,2008/09,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",240, ,4.61, ,190, ,3.65, , ,:, ,:
249,2008/09,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",280, ,5.38, ,230, ,4.42, ,80, ,1.54, 
250,2008/09,S92000003,d,Total,d,F20 - F29,5560, ,106.86, ,3770, ,72.46, ,1430, ,27.48, 
251,2008/09,S92000003,d,SMR01, ,F20 - F29,180, ,3.46, ,140, ,2.69, , ,:, ,:
252,2008/09,S92000003,d,SMR04, ,F20 - F29,5370, ,103.21, ,3680, ,70.73, ,1430, ,27.48, 
253,2009/10,S92000003,d,Total,d,F60 - F69,1380, ,26.38, ,920, ,17.58, ,110, ,2.1, 
254,2009/10,S92000003,d,SMR01, ,F60 - F69,40, ,0.76, ,30, ,0.57, , ,:, ,:
255,2009/10,S92000003,d,SMR04, ,F60 - F69,1340, ,25.61, ,890, ,17.01, ,110, ,2.1, 
256,2009/10,S92000003,d,Total,d,F10 - F19,11890, ,227.26, ,8110, ,155.01, ,190, ,3.63, 
257,2009/10,S92000003,d,SMR01, ,F10 - F19,7640, ,146.03, ,5030, ,96.14, , ,:, ,:
258,2009/10,S92000003,d,SMR04, ,F10 - F19,4250, ,81.23, ,3560, ,68.04, ,190, ,3.63, 
259,2009/10,S92000003,d,Total,d,F30 - F39,5990, ,114.49, ,4700, ,89.83, ,660, ,12.61, 
260,2009/10,S92000003,d,SMR01, ,F30 - F39,360, ,6.88, ,290, ,5.54, , ,:, ,:
261,2009/10,S92000003,d,SMR04, ,F30 - F39,5630, ,107.61, ,4460, ,85.25, ,660, ,12.61, 
262,2009/10,S92000003,d,Total,d,F40 - F49,2230, ,42.62, ,1900, ,36.32, ,110, ,2.1, 
263,2009/10,S92000003,d,SMR01, ,F40 - F49,870, ,16.63, ,730, ,13.95, , ,:, ,:
264,2009/10,S92000003,d,SMR04, ,F40 - F49,1360, ,25.99, ,1190, ,22.75, ,110, ,2.1, 
265,2009/10,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,6290, ,120.22, ,4500, ,86.01, ,1400, ,26.76, 
266,2009/10,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,3140, ,60.02, ,1990, ,38.04, , ,:, ,:
267,2009/10,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,3150, ,60.21, ,2620, ,50.08, ,1400, ,26.76, 
268,2009/10,S92000003,d,Total,d,"F50 - F59, F70 - F99",490, ,9.37, ,400, ,7.65, ,80, ,1.53, 
269,2009/10,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",200, ,3.82, ,170, ,3.25, , ,:, ,:
270,2009/10,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",290, ,5.54, ,240, ,4.59, ,80, ,1.53, 
271,2009/10,S92000003,d,Total,d,F20 - F29,5140, ,98.24, ,3470, ,66.32, ,1390, ,26.57, 
272,2009/10,S92000003,d,SMR01, ,F20 - F29,140, ,2.68, ,110, ,2.1, , ,:, ,:
273,2009/10,S92000003,d,SMR04, ,F20 - F29,5000, ,95.57, ,3400, ,64.99, ,1390, ,26.57, 
274,2010/11,S92000003,d,Total,d,F60 - F69,1430, ,27.17, ,910, ,17.29, ,110, ,2.09, 
275,2010/11,S92000003,d,SMR01, ,F60 - F69,50, ,0.95, ,40, ,0.76, , ,:, ,:
276,2010/11,S92000003,d,SMR04, ,F60 - F69,1380, ,26.22, ,880, ,16.72, ,110, ,2.09, 
277,2010/11,S92000003,d,Total,d,F10 - F19,11780, ,223.86, ,7750, ,147.28, ,200, ,3.8, 
278,2010/11,S92000003,d,SMR01, ,F10 - F19,7930, ,150.7, ,4960, ,94.26, , ,:, ,:
279,2010/11,S92000003,d,SMR04, ,F10 - F19,3840, ,72.97, ,3230, ,61.38, ,200, ,3.8, 
280,2010/11,S92000003,d,Total,d,F30 - F39,5940, ,112.88, ,4550, ,86.47, ,620, ,11.78, 
281,2010/11,S92000003,d,SMR01, ,F30 - F39,360, ,6.84, ,280, ,5.32, , ,:, ,:
282,2010/11,S92000003,d,SMR04, ,F30 - F39,5580, ,106.04, ,4330, ,82.28, ,620, ,11.78, 
283,2010/11,S92000003,d,Total,d,F40 - F49,2210, ,42, ,1880, ,35.73, ,100, ,1.9, 
284,2010/11,S92000003,d,SMR01, ,F40 - F49,860, ,16.34, ,710, ,13.49, , ,:, ,:
285,2010/11,S92000003,d,SMR04, ,F40 - F49,1350, ,25.65, ,1190, ,22.61, ,100, ,1.9, 
286,2010/11,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,7050, ,133.97, ,4740, ,90.08, ,1300, ,24.7, 
287,2010/11,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,4060, ,77.15, ,2420, ,45.99, , ,:, ,:
288,2010/11,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,3000, ,57.01, ,2470, ,46.94, ,1300, ,24.7, 
289,2010/11,S92000003,d,Total,d,"F50 - F59, F70 - F99",510, ,9.69, ,400, ,7.6, ,90, ,1.71, 
290,2010/11,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",240, ,4.56, ,190, ,3.61, , ,:, ,:
291,2010/11,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",270, ,5.13, ,230, ,4.37, ,90, ,1.71, 
292,2010/11,S92000003,d,Total,d,F20 - F29,4920, ,93.5, ,3370, ,64.04, ,1320, ,25.08, 
293,2010/11,S92000003,d,SMR01, ,F20 - F29,180, ,3.42, ,130, ,2.47, , ,:, ,:
294,2010/11,S92000003,d,SMR04, ,F20 - F29,4740, ,90.08, ,3280, ,62.33, ,1320, ,25.08, 
295,2011/12,S92000003,d,Total,d,F60 - F69,1520, ,28.68, ,980, ,18.49, ,110, ,2.08, 
296,2011/12,S92000003,d,SMR01, ,F60 - F69,50, ,0.94, ,40, ,0.75, , ,:, ,:
297,2011/12,S92000003,d,SMR04, ,F60 - F69,1470, ,27.74, ,950, ,17.92, ,110, ,2.08, 
298,2011/12,S92000003,d,Total,d,F10 - F19,12060, ,227.55, ,7760, ,146.42, ,170, ,3.21, 
299,2011/12,S92000003,d,SMR01, ,F10 - F19,8420, ,158.87, ,5090, ,96.04, , ,:, ,:
300,2011/12,S92000003,d,SMR04, ,F10 - F19,3640, ,68.68, ,3080, ,58.11, ,170, ,3.21, 
301,2011/12,S92000003,d,Total,d,F30 - F39,5980, ,112.83, ,4490, ,84.72, ,620, ,11.7, 
302,2011/12,S92000003,d,SMR01, ,F30 - F39,470, ,8.87, ,280, ,5.28, , ,:, ,:
303,2011/12,S92000003,d,SMR04, ,F30 - F39,5520, ,104.15, ,4280, ,80.76, ,620, ,11.7, 
304,2011/12,S92000003,d,Total,d,F40 - F49,2330, ,43.96, ,1930, ,36.42, ,110, ,2.08, 
305,2011/12,S92000003,d,SMR01, ,F40 - F49,970, ,18.3, ,770, ,14.53, , ,:, ,:
306,2011/12,S92000003,d,SMR04, ,F40 - F49,1360, ,25.66, ,1180, ,22.26, ,110, ,2.08, 
307,2011/12,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,7560, ,142.64, ,4880, ,92.08, ,1150, ,21.7, 
308,2011/12,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,4800, ,90.57, ,2720, ,51.32, , ,:, ,:
309,2011/12,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2750, ,51.89, ,2310, ,43.59, ,1150, ,21.7, 
310,2011/12,S92000003,d,Total,d,"F50 - F59, F70 - F99",570, ,10.75, ,430, ,8.11, ,90, ,1.7, 
311,2011/12,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",230, ,4.34, ,180, ,3.4, , ,:, ,:
312,2011/12,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",340, ,6.42, ,270, ,5.09, ,90, ,1.7, 
313,2011/12,S92000003,d,Total,d,F20 - F29,5240, ,98.87, ,3480, ,65.66, ,1270, ,23.96, 
314,2011/12,S92000003,d,SMR01, ,F20 - F29,220, ,4.15, ,150, ,2.83, , ,:, ,:
315,2011/12,S92000003,d,SMR04, ,F20 - F29,5030, ,94.91, ,3390, ,63.96, ,1270, ,23.96, 
316,2012/13,S92000003,d,Total,d,F60 - F69,1520, ,28.61, ,970, ,18.26, ,100, ,1.88, 
317,2012/13,S92000003,d,SMR01, ,F60 - F69,40, ,0.75, ,30, ,0.56, , ,:, ,:
318,2012/13,S92000003,d,SMR04, ,F60 - F69,1480, ,27.85, ,940, ,17.69, ,100, ,1.88, 
319,2012/13,S92000003,d,Total,d,F10 - F19,11400, ,214.54, ,7330, ,137.95, ,180, ,3.39, 
320,2012/13,S92000003,d,SMR01, ,F10 - F19,7990, ,150.37, ,4830, ,90.9, , ,:, ,:
321,2012/13,S92000003,d,SMR04, ,F10 - F19,3420, ,64.36, ,2910, ,54.77, ,180, ,3.39, 
322,2012/13,S92000003,d,Total,d,F30 - F39,5990, ,112.73, ,4440, ,83.56, ,590, ,11.1, 
323,2012/13,S92000003,d,SMR01, ,F30 - F39,510, ,9.6, ,310, ,5.83, , ,:, ,:
324,2012/13,S92000003,d,SMR04, ,F30 - F39,5480, ,103.13, ,4200, ,79.04, ,590, ,11.1, 
325,2012/13,S92000003,d,Total,d,F40 - F49,2390, ,44.98, ,1980, ,37.26, ,80, ,1.51, 
326,2012/13,S92000003,d,SMR01, ,F40 - F49,940, ,17.69, ,760, ,14.3, , ,:, ,:
327,2012/13,S92000003,d,SMR04, ,F40 - F49,1440, ,27.1, ,1220, ,22.96, ,80, ,1.51, 
328,2012/13,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,7800, ,146.79, ,4950, ,93.16, ,1060, ,19.95, 
329,2012/13,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,5190, ,97.67, ,2840, ,53.45, , ,:, ,:
330,2012/13,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2610, ,49.12, ,2250, ,42.34, ,1060, ,19.95, 
331,2012/13,S92000003,d,Total,d,"F50 - F59, F70 - F99",660, ,12.42, ,500, ,9.41, ,120, ,2.26, 
332,2012/13,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",250, ,4.7, ,190, ,3.58, , ,:, ,:
333,2012/13,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",410, ,7.72, ,330, ,6.21, ,120, ,2.26, 
334,2012/13,S92000003,d,Total,d,F20 - F29,5040, ,94.85, ,3420, ,64.36, ,1320, ,24.84, 
335,2012/13,S92000003,d,SMR01, ,F20 - F29,250, ,4.7, ,170, ,3.2, , ,:, ,:
336,2012/13,S92000003,d,SMR04, ,F20 - F29,4790, ,90.15, ,3300, ,62.1, ,1320, ,24.84, 
337,2013/14,S92000003,d,Total,d,F60 - F69,1600, ,30.03, ,970, ,18.21, ,120, ,2.25, 
338,2013/14,S92000003,d,SMR01, ,F60 - F69,40, ,0.75, ,40, ,0.75, , ,:, ,:
339,2013/14,S92000003,d,SMR04, ,F60 - F69,1560, ,29.28, ,950, ,17.83, ,120, ,2.25, 
340,2013/14,S92000003,d,Total,d,F10 - F19,12340, ,231.62, ,7700, ,144.53, ,180, ,3.38, 
341,2013/14,S92000003,d,SMR01, ,F10 - F19,8840, ,165.93, ,5130, ,96.29, , ,:, ,:
342,2013/14,S92000003,d,SMR04, ,F10 - F19,3500, ,65.69, ,2980, ,55.93, ,180, ,3.38, 
343,2013/14,S92000003,d,Total,d,F30 - F39,5660, ,106.24, ,4100, ,76.96, ,570, ,10.7, 
344,2013/14,S92000003,d,SMR01, ,F30 - F39,500, ,9.38, ,270, ,5.07, , ,:, ,:
345,2013/14,S92000003,d,SMR04, ,F30 - F39,5160, ,96.85, ,3910, ,73.39, ,570, ,10.7, 
346,2013/14,S92000003,d,Total,d,F40 - F49,2420, ,45.42, ,2050, ,38.48, ,110, ,2.06, 
347,2013/14,S92000003,d,SMR01, ,F40 - F49,1060, ,19.9, ,870, ,16.33, , ,:, ,:
348,2013/14,S92000003,d,SMR04, ,F40 - F49,1360, ,25.53, ,1200, ,22.52, ,110, ,2.06, 
349,2013/14,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,8200, ,153.91, ,4860, ,91.22, ,1020, ,19.15, 
350,2013/14,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,5780, ,108.49, ,2950, ,55.37, , ,:, ,:
351,2013/14,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2420, ,45.42, ,2060, ,38.67, ,1020, ,19.15, 
352,2013/14,S92000003,d,Total,d,"F50 - F59, F70 - F99",690, ,12.95, ,510, ,9.57, ,100, ,1.88, 
353,2013/14,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",240, ,4.5, ,180, ,3.38, , ,:, ,:
354,2013/14,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",450, ,8.45, ,360, ,6.76, ,100, ,1.88, 
355,2013/14,S92000003,d,Total,d,F20 - F29,4980, ,93.47, ,3380, ,63.44, ,1240, ,23.27, 
356,2013/14,S92000003,d,SMR01, ,F20 - F29,240, ,4.5, ,160, ,3, , ,:, ,:
357,2013/14,S92000003,d,SMR04, ,F20 - F29,4740, ,88.97, ,3290, ,61.75, ,1240, ,23.27, 
358,2014/15,S92000003,d,Total,d,F60 - F69,1640, ,30.67, ,1010, ,18.89, ,110, ,2.06, 
359,2014/15,S92000003,d,SMR01, ,F60 - F69,40, ,0.75, ,20, ,0.37, , ,:, ,:
360,2014/15,S92000003,d,SMR04, ,F60 - F69,1600, ,29.92, ,990, ,18.51, ,110, ,2.06, 
361,2014/15,S92000003,d,Total,d,F10 - F19,12800, ,239.36, ,7520, ,140.62, ,200, ,3.74, 
362,2014/15,S92000003,d,SMR01, ,F10 - F19,9320, ,174.28, ,5020, ,93.87, , ,:, ,:
363,2014/15,S92000003,d,SMR04, ,F10 - F19,3480, ,65.08, ,2900, ,54.23, ,200, ,3.74, 
364,2014/15,S92000003,d,Total,d,F30 - F39,5600, ,104.72, ,3840, ,71.81, ,540, ,10.1, 
365,2014/15,S92000003,d,SMR01, ,F30 - F39,440, ,8.23, ,230, ,4.3, , ,:, ,:
366,2014/15,S92000003,d,SMR04, ,F30 - F39,5160, ,96.49, ,3680, ,68.82, ,540, ,10.1, 
367,2014/15,S92000003,d,Total,d,F40 - F49,2390, ,44.69, ,1950, ,36.46, ,90, ,1.68, 
368,2014/15,S92000003,d,SMR01, ,F40 - F49,1110, ,20.76, ,860, ,16.08, , ,:, ,:
369,2014/15,S92000003,d,SMR04, ,F40 - F49,1280, ,23.94, ,1110, ,20.76, ,90, ,1.68, 
370,2014/15,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,9210, ,172.23, ,5210, ,97.43, ,990, ,18.51, 
371,2014/15,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,6770, ,126.6, ,3370, ,63.02, , ,:, ,:
372,2014/15,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2440, ,45.63, ,2000, ,37.4, ,990, ,18.51, 
373,2014/15,S92000003,d,Total,d,"F50 - F59, F70 - F99",730, ,13.65, ,550, ,10.28, ,130, ,2.43, 
374,2014/15,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",250, ,4.67, ,190, ,3.55, , ,:, ,:
375,2014/15,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",480, ,8.98, ,380, ,7.11, ,130, ,2.43, 
376,2014/15,S92000003,d,Total,d,F20 - F29,5180, ,96.87, ,3330, ,62.27, ,1200, ,22.44, 
377,2014/15,S92000003,d,SMR01, ,F20 - F29,240, ,4.49, ,160, ,2.99, , ,:, ,:
378,2014/15,S92000003,d,SMR04, ,F20 - F29,4930, ,92.19, ,3230, ,60.4, ,1200, ,22.44, 
379,2015/16,S92000003,d,Total,d,F60 - F69,1760, ,32.76, ,1090, ,20.29, ,130, ,2.42, 
380,2015/16,S92000003,d,SMR01, ,F60 - F69,40, ,0.74, ,30, ,0.56, , ,:, ,:
381,2015/16,S92000003,d,SMR04, ,F60 - F69,1720, ,32.01, ,1070, ,19.91, ,130, ,2.42, 
382,2015/16,S92000003,d,Total,d,F10 - F19,14050, ,261.49, ,7900, ,147.03, ,180, ,3.35, 
383,2015/16,S92000003,d,SMR01, ,F10 - F19,10400, ,193.56, ,5340, ,99.39, , ,:, ,:
384,2015/16,S92000003,d,SMR04, ,F10 - F19,3640, ,67.75, ,2980, ,55.46, ,180, ,3.35, 
385,2015/16,S92000003,d,Total,d,F30 - F39,5730, ,106.64, ,3770, ,70.17, ,520, ,9.68, 
386,2015/16,S92000003,d,SMR01, ,F30 - F39,430, ,8, ,240, ,4.47, , ,:, ,:
387,2015/16,S92000003,d,SMR04, ,F30 - F39,5290, ,98.46, ,3600, ,67, ,520, ,9.68, 
388,2015/16,S92000003,d,Total,d,F40 - F49,2460, ,45.78, ,1980, ,36.85, ,100, ,1.86, 
389,2015/16,S92000003,d,SMR01, ,F40 - F49,1110, ,20.66, ,870, ,16.19, , ,:, ,:
390,2015/16,S92000003,d,SMR04, ,F40 - F49,1350, ,25.13, ,1130, ,21.03, ,100, ,1.86, 
391,2015/16,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,10460, ,194.68, ,5610, ,104.41, ,940, ,17.49, 
392,2015/16,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,7870, ,146.47, ,3710, ,69.05, , ,:, ,:
393,2015/16,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2590, ,48.2, ,2060, ,38.34, ,940, ,17.49, 
394,2015/16,S92000003,d,Total,d,"F50 - F59, F70 - F99",750, ,13.96, ,560, ,10.42, ,120, ,2.23, 
395,2015/16,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",260, ,4.84, ,190, ,3.54, , ,:, ,:
396,2015/16,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",490, ,9.12, ,400, ,7.44, ,120, ,2.23, 
397,2015/16,S92000003,d,Total,d,F20 - F29,5230, ,97.34, ,3320, ,61.79, ,1190, ,22.15, 
398,2015/16,S92000003,d,SMR01, ,F20 - F29,290, ,5.4, ,190, ,3.54, , ,:, ,:
399,2015/16,S92000003,d,SMR04, ,F20 - F29,4940, ,91.94, ,3190, ,59.37, ,1190, ,22.15, 
400,2016/17,S92000003,d,Total,d,F60 - F69,1950, ,36.08, ,1180, ,21.83, ,140, ,2.59, 
401,2016/17,S92000003,d,SMR01, ,F60 - F69,70, ,1.3, ,40, ,0.74, , ,:, ,:
402,2016/17,S92000003,d,SMR04, ,F60 - F69,1880, ,34.78, ,1150, ,21.28, ,140, ,2.59, 
403,2016/17,S92000003,d,Total,d,F10 - F19,15330, ,283.64, ,8140, ,150.61, ,160, ,2.96, 
404,2016/17,S92000003,d,SMR01, ,F10 - F19,11990, ,221.84, ,5770, ,106.76, , ,:, ,:
405,2016/17,S92000003,d,SMR04, ,F10 - F19,3330, ,61.61, ,2780, ,51.44, ,160, ,2.96, 
406,2016/17,S92000003,d,Total,d,F30 - F39,5500, ,101.76, ,3470, ,64.2, ,470, ,8.7, 
407,2016/17,S92000003,d,SMR01, ,F30 - F39,480, ,8.88, ,240, ,4.44, , ,:, ,:
408,2016/17,S92000003,d,SMR04, ,F30 - F39,5020, ,92.88, ,3310, ,61.24, ,470, ,8.7, 
409,2016/17,S92000003,d,Total,d,F40 - F49,2610, ,48.29, ,2070, ,38.3, ,90, ,1.67, 
410,2016/17,S92000003,d,SMR01, ,F40 - F49,1220, ,22.57, ,920, ,17.02, , ,:, ,:
411,2016/17,S92000003,d,SMR04, ,F40 - F49,1390, ,25.72, ,1180, ,21.83, ,90, ,1.67, 
412,2016/17,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,11140, ,206.12, ,5760, ,106.57, ,940, ,17.39, 
413,2016/17,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,8580, ,158.75, ,3940, ,72.9, , ,:, ,:
414,2016/17,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2560, ,47.37, ,1990, ,36.82, ,940, ,17.39, 
415,2016/17,S92000003,d,Total,d,"F50 - F59, F70 - F99",910, ,16.84, ,680, ,12.58, ,120, ,2.22, 
416,2016/17,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",340, ,6.29, ,240, ,4.44, , ,:, ,:
417,2016/17,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",570, ,10.55, ,460, ,8.51, ,120, ,2.22, 
418,2016/17,S92000003,d,Total,d,F20 - F29,5150, ,95.29, ,3310, ,61.24, ,1170, ,21.65, 
419,2016/17,S92000003,d,SMR01, ,F20 - F29,350, ,6.48, ,200, ,3.7, , ,:, ,:
420,2016/17,S92000003,d,SMR04, ,F20 - F29,4800, ,88.81, ,3190, ,59.02, ,1170, ,21.65, 
421,2017/18,S92000003,d,Total,d,F60 - F69,2110, ,38.9, ,1230, ,22.67, ,150, ,2.77, 
422,2017/18,S92000003,d,SMR01, ,F60 - F69,60, ,1.11, ,50, ,0.92, , ,:, ,:
423,2017/18,S92000003,d,SMR04, ,F60 - F69,2040, ,37.61, ,1190, ,21.94, ,150, ,2.77, 
424,2017/18,S92000003,d,Total,d,F10 - F19,15480, ,285.36, ,8130, ,149.87, ,160, ,2.95, 
425,2017/18,S92000003,d,SMR01, ,F10 - F19,12250, ,225.81, ,5810, ,107.1, , ,:, ,:
426,2017/18,S92000003,d,SMR04, ,F10 - F19,3240, ,59.73, ,2740, ,50.51, ,160, ,2.95, 
427,2017/18,S92000003,d,Total,d,F30 - F39,5290, ,97.52, ,3360, ,61.94, ,490, ,9.03, 
428,2017/18,S92000003,d,SMR01, ,F30 - F39,560, ,10.32, ,280, ,5.16, , ,:, ,:
429,2017/18,S92000003,d,SMR04, ,F30 - F39,4730, ,87.19, ,3160, ,58.25, ,490, ,9.03, 
430,2017/18,S92000003,d,Total,d,F40 - F49,2630, ,48.48, ,2050, ,37.79, ,90, ,1.66, 
431,2017/18,S92000003,d,SMR01, ,F40 - F49,1250, ,23.04, ,920, ,16.96, , ,:, ,:
432,2017/18,S92000003,d,SMR04, ,F40 - F49,1380, ,25.44, ,1160, ,21.38, ,90, ,1.66, 
433,2017/18,S92000003,d,Total,d,F00 - F09 or Chapter G and second position F00,13600, ,250.7, ,6520, ,120.19, ,840, ,15.48, 
434,2017/18,S92000003,d,SMR01, ,F00 - F09 or Chapter G and second position F00,10960, ,202.04, ,4660, ,85.9, , ,:, ,:
435,2017/18,S92000003,d,SMR04, ,F00 - F09 or Chapter G and second position F00,2650, ,48.85, ,2060, ,37.97, ,840, ,15.48, 
436,2017/18,S92000003,d,Total,d,"F50 - F59, F70 - F99",900, ,16.59, ,660, ,12.17, ,110, ,2.03, 
437,2017/18,S92000003,d,SMR01, ,"F50 - F59, F70 - F99",330, ,6.08, ,230, ,4.24, , ,:, ,:
438,2017/18,S92000003,d,SMR04, ,"F50 - F59, F70 - F99",580, ,10.69, ,440, ,8.11, ,110, ,2.03, 
439,2017/18,S92000003,d,Total,d,F20 - F29,5170, ,95.3, ,3310, ,61.02, ,1150, ,21.2, 
440,2017/18,S92000003,d,SMR01, ,F20 - F29,270, ,4.98, ,180, ,3.32, , ,:, ,:
441,2017/18,S92000003,d,SMR04, ,F20 - F29,4900, ,90.33, ,3190, ,58.8, ,1150, ,21.2, 
442,2018/19,S92000003,d,Total,d,F60 - F69,2440, ,44.87, ,1290, ,23.72, ,150, ,2.76, 
443,2018/19,S92000003,d,SMR01, ,F60 - F69,70, ,1.29, ,50, ,0.92, , ,:, ,:
444,2018/19,S92000003,d,SMR04, ,F60 - F69,2360, ,43.4, ,1260, ,23.17, ,150, ,2.76, 
445,2018/19,S92000003,d,Total,d,F10 - F19,16440, ,302.31, ,8420, ,154.83, ,180, ,3.31, 
446,2018/19,S92000003,d,SMR01, ,F10 - F19,13060, ,240.16, ,6120, ,112.54, , ,:, ,:
447,2018/19,S92000003,d,SMR04, ,F10 - F19,3370, ,61.97, ,2770, ,50.94, ,180, ,3.31, 
448,2018/19,S92000003,d,Total,d,F30 - F39,5720, ,105.18, ,3450, ,63.44, ,470, ,8.64, 
449,2018/19,S92000003,d,SMR01, ,F30 - F39,650, ,11.95, ,300, ,5.52, , ,:, ,:
450,2018/19,S92000003,d,SMR04, ,F30 - F39,5070, ,93.23, ,3230, ,59.4, ,470, ,8.64, 
451,2018/19,S92000003,d,Total,d,F40 - F49,2790, ,51.3, ,2180, ,40.09, ,100, ,1.84, 
452,2018/19,S92000003,d,SMR01, ,F40 - F49,1320, ,24.27, ,980, ,18.02, , ,:, ,:
453,2018/19,S92000003,d,SMR04, ,F40 - F49,1470, ,27.03, ,1220, ,22.43, ,100, ,1.84, 
