financial_year,health_board,icd10codes,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf,hospital_residents_count,hospital_residents_count_qf,hospital_residents_rates,hospital_residents_rates_qf,diagnosis_grouping
2021,All of Scotland,F00 - F09 or Chapter G and second position F00,15800,NA,288.33,NA,6490,NA,118.43,NA,430,NA,7.85,NA,"Organic, Including Symptomatic Mental Disorders"
2021,All of Scotland,"F50 - F59, F70 - F99",1120,NA,20.44,NA,700,NA,12.77,NA,90,NA,1.64,NA,Other Selected Diagnoses Principally Affecting Children & Young People
2021,All of Scotland,F20 - F29,5220,NA,95.26,NA,3140,NA,57.3,NA,520,NA,9.49,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Ayrshire and Arran,F60 - F69,90,NA,24.14,NA,60,NA,16.1,NA,10,NA,2.68,NA,Disorders of Adult Personality & Behaviour
1997,NHS Ayrshire and Arran,F10 - F19,1260,NA,338.03,NA,940,NA,252.18,NA,50,NA,13.41,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Ayrshire and Arran,F30 - F39,610,NA,163.65,NA,480,NA,128.77,NA,60,NA,16.1,NA,Mood Disorders
1997,NHS Ayrshire and Arran,F40 - F49,380,NA,101.95,NA,320,NA,85.85,NA,20,NA,5.37,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,760,NA,203.89,NA,500,NA,134.14,NA,220,NA,59.02,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",50,NA,13.41,NA,40,NA,10.73,NA,20,NA,5.37,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Ayrshire and Arran,F20 - F29,370,NA,99.26,NA,260,NA,69.75,NA,110,NA,29.51,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Borders,F60 - F69,40,NA,37.75,NA,20,NA,18.88,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
1997,NHS Borders,F10 - F19,180,NA,169.88,NA,140,NA,132.13,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Borders,F30 - F39,160,NA,151,NA,120,NA,113.25,NA,20,NA,18.88,NA,Mood Disorders
1997,NHS Borders,F40 - F49,90,NA,84.94,NA,70,NA,66.06,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Borders,F00 - F09 or Chapter G and second position F00,300,NA,283.13,NA,200,NA,188.75,NA,70,NA,66.06,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Borders,"F50 - F59, F70 - F99",10,NA,9.44,NA,10,NA,9.44,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Borders,F20 - F29,130,NA,122.69,NA,70,NA,66.06,NA,20,NA,18.88,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Dumfries and Galloway,F60 - F69,60,NA,40.4,NA,40,NA,26.93,NA,10,NA,6.73,NA,Disorders of Adult Personality & Behaviour
1997,NHS Dumfries and Galloway,F10 - F19,240,NA,161.59,NA,200,NA,134.66,NA,10,NA,6.73,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Dumfries and Galloway,F30 - F39,220,NA,148.13,NA,170,NA,114.46,NA,30,NA,20.2,NA,Mood Disorders
1997,NHS Dumfries and Galloway,F40 - F49,120,NA,80.8,NA,100,NA,67.33,NA,10,NA,6.73,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,240,NA,161.59,NA,180,NA,121.2,NA,100,NA,67.33,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",50,NA,33.67,NA,40,NA,26.93,NA,20,NA,13.47,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Dumfries and Galloway,F20 - F29,170,NA,114.46,NA,110,NA,74.06,NA,80,NA,53.86,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Fife,F60 - F69,90,NA,25.97,NA,60,NA,17.31,NA,10,NA,2.89,NA,Disorders of Adult Personality & Behaviour
1997,NHS Fife,F10 - F19,380,NA,109.66,NA,300,NA,86.57,NA,20,NA,5.77,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Fife,F30 - F39,600,NA,173.14,NA,420,NA,121.2,NA,80,NA,23.09,NA,Mood Disorders
1997,NHS Fife,F40 - F49,190,NA,54.83,NA,160,NA,46.17,NA,20,NA,5.77,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Fife,F00 - F09 or Chapter G and second position F00,410,NA,118.31,NA,300,NA,86.57,NA,240,NA,69.26,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Fife,"F50 - F59, F70 - F99",40,NA,11.54,NA,30,NA,8.66,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Fife,F20 - F29,450,NA,129.86,NA,280,NA,80.8,NA,130,NA,37.51,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Forth Valley,F60 - F69,60,NA,21.74,NA,40,NA,14.5,NA,10,NA,3.62,NA,Disorders of Adult Personality & Behaviour
1997,NHS Forth Valley,F10 - F19,360,NA,130.46,NA,270,NA,97.84,NA,10,NA,3.62,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Forth Valley,F30 - F39,490,NA,177.57,NA,360,NA,130.46,NA,60,NA,21.74,NA,Mood Disorders
1997,NHS Forth Valley,F40 - F49,180,NA,65.23,NA,160,NA,57.98,NA,10,NA,3.62,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,480,NA,173.94,NA,300,NA,108.72,NA,160,NA,57.98,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Forth Valley,"F50 - F59, F70 - F99",20,NA,7.25,NA,10,NA,3.62,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Forth Valley,F20 - F29,310,NA,112.34,NA,200,NA,72.48,NA,140,NA,50.73,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Grampian,F60 - F69,100,NA,18.85,NA,70,NA,13.2,NA,10,NA,1.89,NA,Disorders of Adult Personality & Behaviour
1997,NHS Grampian,F10 - F19,800,NA,150.81,NA,640,NA,120.65,NA,20,NA,3.77,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Grampian,F30 - F39,820,NA,154.58,NA,630,NA,118.76,NA,100,NA,18.85,NA,Mood Disorders
1997,NHS Grampian,F40 - F49,280,NA,52.78,NA,240,NA,45.24,NA,20,NA,3.77,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Grampian,F00 - F09 or Chapter G and second position F00,830,NA,156.46,NA,600,NA,113.11,NA,320,NA,60.32,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Grampian,"F50 - F59, F70 - F99",60,NA,11.31,NA,50,NA,9.43,NA,10,NA,1.89,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Grampian,F20 - F29,500,NA,94.25,NA,340,NA,64.09,NA,140,NA,26.39,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Greater Glasgow and Clyde,F60 - F69,380,NA,33.18,NA,270,NA,23.57,NA,30,NA,2.62,NA,Disorders of Adult Personality & Behaviour
1997,NHS Greater Glasgow and Clyde,F10 - F19,3240,NA,282.9,NA,2450,NA,213.92,NA,190,NA,16.59,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Greater Glasgow and Clyde,F30 - F39,2420,NA,211.3,NA,1880,NA,164.15,NA,340,NA,29.69,NA,Mood Disorders
1997,NHS Greater Glasgow and Clyde,F40 - F49,610,NA,53.26,NA,540,NA,47.15,NA,30,NA,2.62,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,2340,NA,204.32,NA,1670,NA,145.81,NA,860,NA,75.09,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",250,NA,21.83,NA,210,NA,18.34,NA,40,NA,3.49,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Greater Glasgow and Clyde,F20 - F29,2010,NA,175.5,NA,1390,NA,121.37,NA,660,NA,57.63,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Highland,F60 - F69,100,NA,33.3,NA,70,NA,23.31,NA,10,NA,3.33,NA,Disorders of Adult Personality & Behaviour
1997,NHS Highland,F10 - F19,1140,NA,379.65,NA,820,NA,273.08,NA,30,NA,9.99,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Highland,F30 - F39,570,NA,189.82,NA,420,NA,139.87,NA,60,NA,19.98,NA,Mood Disorders
1997,NHS Highland,F40 - F49,210,NA,69.93,NA,180,NA,59.94,NA,10,NA,3.33,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Highland,F00 - F09 or Chapter G and second position F00,570,NA,189.82,NA,370,NA,123.22,NA,120,NA,39.96,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Highland,"F50 - F59, F70 - F99",40,NA,13.32,NA,30,NA,9.99,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Highland,F20 - F29,360,NA,119.89,NA,250,NA,83.26,NA,90,NA,29.97,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Lanarkshire,F60 - F69,70,NA,11.17,NA,60,NA,9.57,NA,20,NA,3.19,NA,Disorders of Adult Personality & Behaviour
1997,NHS Lanarkshire,F10 - F19,810,NA,129.2,NA,670,NA,106.87,NA,40,NA,6.38,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Lanarkshire,F30 - F39,800,NA,127.6,NA,640,NA,102.08,NA,110,NA,17.55,NA,Mood Disorders
1997,NHS Lanarkshire,F40 - F49,240,NA,38.28,NA,220,NA,35.09,NA,20,NA,3.19,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Lanarkshire,F00 - F09 or Chapter G and second position F00,550,NA,87.73,NA,420,NA,66.99,NA,280,NA,44.66,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Lanarkshire,"F50 - F59, F70 - F99",50,NA,7.98,NA,40,NA,6.38,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Lanarkshire,F20 - F29,440,NA,70.18,NA,340,NA,54.23,NA,190,NA,30.31,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Lothian,F60 - F69,120,NA,15.69,NA,90,NA,11.77,NA,10,NA,1.31,NA,Disorders of Adult Personality & Behaviour
1997,NHS Lothian,F10 - F19,1450,NA,189.6,NA,1020,NA,133.37,NA,70,NA,9.15,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Lothian,F30 - F39,1760,NA,230.13,NA,1230,NA,160.83,NA,180,NA,23.54,NA,Mood Disorders
1997,NHS Lothian,F40 - F49,530,NA,69.3,NA,460,NA,60.15,NA,20,NA,2.62,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Lothian,F00 - F09 or Chapter G and second position F00,1580,NA,206.6,NA,970,NA,126.83,NA,460,NA,60.15,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Lothian,"F50 - F59, F70 - F99",140,NA,18.31,NA,120,NA,15.69,NA,10,NA,1.31,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Lothian,F20 - F29,1020,NA,133.37,NA,670,NA,87.61,NA,360,NA,47.07,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Orkney,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
1997,NHS Orkney,F10 - F19,40,NA,202.33,NA,30,NA,151.75,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Orkney,F30 - F39,10,NA,50.58,NA,10,NA,50.58,NA,NA,:,NA,:,Mood Disorders
1997,NHS Orkney,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Orkney,F00 - F09 or Chapter G and second position F00,10,NA,50.58,NA,10,NA,50.58,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Orkney,"F50 - F59, F70 - F99",10,NA,50.58,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Orkney,F20 - F29,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Shetland,F60 - F69,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,Disorders of Adult Personality & Behaviour
1997,NHS Shetland,F10 - F19,60,NA,262.81,NA,50,NA,219.01,NA,NA,:,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Shetland,F30 - F39,20,NA,87.6,NA,20,NA,87.6,NA,NA,:,NA,:,Mood Disorders
1997,NHS Shetland,F40 - F49,0,NA,0,NA,0,NA,0,NA,NA,:,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Shetland,F00 - F09 or Chapter G and second position F00,10,NA,43.8,NA,10,NA,43.8,NA,NA,:,NA,:,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Shetland,"F50 - F59, F70 - F99",10,NA,43.8,NA,0,NA,0,NA,NA,:,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Shetland,F20 - F29,10,NA,43.8,NA,10,NA,43.8,NA,NA,:,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Tayside,F60 - F69,120,NA,30.35,NA,70,NA,17.71,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
1997,NHS Tayside,F10 - F19,920,NA,232.72,NA,720,NA,182.13,NA,40,NA,10.12,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Tayside,F30 - F39,890,NA,225.13,NA,670,NA,169.48,NA,130,NA,32.88,NA,Mood Disorders
1997,NHS Tayside,F40 - F49,340,NA,86,NA,280,NA,70.83,NA,20,NA,5.06,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Tayside,F00 - F09 or Chapter G and second position F00,740,NA,187.19,NA,570,NA,144.18,NA,320,NA,80.95,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Tayside,"F50 - F59, F70 - F99",70,NA,17.71,NA,60,NA,15.18,NA,20,NA,5.06,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Tayside,F20 - F29,570,NA,144.18,NA,380,NA,96.12,NA,220,NA,55.65,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,NHS Western Isles,F60 - F69,10,NA,35.83,NA,0,NA,0,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
1997,NHS Western Isles,F10 - F19,110,NA,394.12,NA,90,NA,322.47,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,NHS Western Isles,F30 - F39,70,NA,250.81,NA,50,NA,179.15,NA,0,NA,0,NA,Mood Disorders
1997,NHS Western Isles,F40 - F49,10,NA,35.83,NA,10,NA,35.83,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
1997,NHS Western Isles,F00 - F09 or Chapter G and second position F00,80,NA,286.64,NA,40,NA,143.32,NA,10,NA,35.83,NA,"Organic, Including Symptomatic Mental Disorders"
1997,NHS Western Isles,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1997,NHS Western Isles,F20 - F29,10,NA,35.83,NA,10,NA,35.83,NA,0,NA,0,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1997,State Hospitals Board for Scotland,F60 - F69,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Disorders of Adult Personality & Behaviour
1997,State Hospitals Board for Scotland,F10 - F19,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1997,State Hospitals Board for Scotland,F30 - F39,10,NA,NA,:,10,NA,NA,:,10,NA,NA,:,Mood Disorders
1997,State Hospitals Board for Scotland,F40 - F49,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Neurotic, Stress-related & Somatoform Disorders"
1997,State Hospitals Board for Scotland,F00 - F09 or Chapter G and second position F00,0,NA,NA,:,0,NA,NA,:,0,NA,NA,:,"Organic, Including Symptomatic Mental Disorders"
1997,State Hospitals Board for Scotland,"F50 - F59, F70 - F99",10,NA,NA,:,10,NA,NA,:,40,NA,NA,:,Other Selected Diagnoses Principally Affecting Children & Young People
1997,State Hospitals Board for Scotland,F20 - F29,40,NA,NA,:,40,NA,NA,:,160,NA,NA,:,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Ayrshire and Arran,F60 - F69,90,NA,24.21,NA,60,NA,16.14,NA,10,NA,2.69,NA,Disorders of Adult Personality & Behaviour
1998,NHS Ayrshire and Arran,F10 - F19,1150,NA,309.31,NA,840,NA,225.93,NA,40,NA,10.76,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Ayrshire and Arran,F30 - F39,660,NA,177.52,NA,480,NA,129.11,NA,60,NA,16.14,NA,Mood Disorders
1998,NHS Ayrshire and Arran,F40 - F49,350,NA,94.14,NA,310,NA,83.38,NA,20,NA,5.38,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Ayrshire and Arran,F00 - F09 or Chapter G and second position F00,830,NA,223.24,NA,520,NA,139.86,NA,210,NA,56.48,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Ayrshire and Arran,"F50 - F59, F70 - F99",60,NA,16.14,NA,40,NA,10.76,NA,20,NA,5.38,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Ayrshire and Arran,F20 - F29,380,NA,102.21,NA,280,NA,75.31,NA,110,NA,29.59,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Borders,F60 - F69,30,NA,28.29,NA,20,NA,18.86,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
1998,NHS Borders,F10 - F19,150,NA,141.46,NA,130,NA,122.6,NA,0,NA,0,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Borders,F30 - F39,170,NA,160.32,NA,130,NA,122.6,NA,20,NA,18.86,NA,Mood Disorders
1998,NHS Borders,F40 - F49,100,NA,94.3,NA,80,NA,75.44,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Borders,F00 - F09 or Chapter G and second position F00,270,NA,254.62,NA,190,NA,179.18,NA,60,NA,56.58,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Borders,"F50 - F59, F70 - F99",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Borders,F20 - F29,120,NA,113.16,NA,70,NA,66.01,NA,20,NA,18.86,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Dumfries and Galloway,F60 - F69,70,NA,47.06,NA,40,NA,26.89,NA,0,NA,0,NA,Disorders of Adult Personality & Behaviour
1998,NHS Dumfries and Galloway,F10 - F19,250,NA,168.08,NA,220,NA,147.91,NA,10,NA,6.72,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Dumfries and Galloway,F30 - F39,190,NA,127.74,NA,150,NA,100.85,NA,30,NA,20.17,NA,Mood Disorders
1998,NHS Dumfries and Galloway,F40 - F49,120,NA,80.68,NA,100,NA,67.23,NA,0,NA,0,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Dumfries and Galloway,F00 - F09 or Chapter G and second position F00,290,NA,194.97,NA,220,NA,147.91,NA,90,NA,60.51,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Dumfries and Galloway,"F50 - F59, F70 - F99",40,NA,26.89,NA,40,NA,26.89,NA,20,NA,13.45,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Dumfries and Galloway,F20 - F29,190,NA,127.74,NA,130,NA,87.4,NA,70,NA,47.06,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Fife,F60 - F69,100,NA,28.86,NA,60,NA,17.31,NA,10,NA,2.89,NA,Disorders of Adult Personality & Behaviour
1998,NHS Fife,F10 - F19,390,NA,112.54,NA,310,NA,89.46,NA,10,NA,2.89,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Fife,F30 - F39,600,NA,173.14,NA,440,NA,126.97,NA,60,NA,17.31,NA,Mood Disorders
1998,NHS Fife,F40 - F49,260,NA,75.03,NA,220,NA,63.48,NA,10,NA,2.89,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Fife,F00 - F09 or Chapter G and second position F00,450,NA,129.86,NA,320,NA,92.34,NA,220,NA,63.48,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Fife,"F50 - F59, F70 - F99",40,NA,11.54,NA,40,NA,11.54,NA,10,NA,2.89,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Fife,F20 - F29,410,NA,118.31,NA,250,NA,72.14,NA,140,NA,40.4,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Forth Valley,F60 - F69,40,NA,14.44,NA,40,NA,14.44,NA,10,NA,3.61,NA,Disorders of Adult Personality & Behaviour
1998,NHS Forth Valley,F10 - F19,340,NA,122.76,NA,270,NA,97.48,NA,10,NA,3.61,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Forth Valley,F30 - F39,420,NA,151.64,NA,330,NA,119.15,NA,60,NA,21.66,NA,Mood Disorders
1998,NHS Forth Valley,F40 - F49,180,NA,64.99,NA,150,NA,54.16,NA,10,NA,3.61,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Forth Valley,F00 - F09 or Chapter G and second position F00,380,NA,137.2,NA,260,NA,93.87,NA,110,NA,39.72,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Forth Valley,"F50 - F59, F70 - F99",30,NA,10.83,NA,20,NA,7.22,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Forth Valley,F20 - F29,330,NA,119.15,NA,210,NA,75.82,NA,130,NA,46.94,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Grampian,F60 - F69,160,NA,30.26,NA,100,NA,18.92,NA,10,NA,1.89,NA,Disorders of Adult Personality & Behaviour
1998,NHS Grampian,F10 - F19,870,NA,164.56,NA,670,NA,126.73,NA,40,NA,7.57,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Grampian,F30 - F39,880,NA,166.46,NA,660,NA,124.84,NA,90,NA,17.02,NA,Mood Disorders
1998,NHS Grampian,F40 - F49,270,NA,51.07,NA,250,NA,47.29,NA,10,NA,1.89,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Grampian,F00 - F09 or Chapter G and second position F00,780,NA,147.54,NA,560,NA,105.93,NA,300,NA,56.75,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Grampian,"F50 - F59, F70 - F99",60,NA,11.35,NA,50,NA,9.46,NA,0,NA,0,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Grampian,F20 - F29,640,NA,121.06,NA,430,NA,81.34,NA,140,NA,26.48,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Greater Glasgow and Clyde,F60 - F69,400,NA,35.07,NA,280,NA,24.55,NA,30,NA,2.63,NA,Disorders of Adult Personality & Behaviour
1998,NHS Greater Glasgow and Clyde,F10 - F19,3130,NA,274.44,NA,2380,NA,208.68,NA,170,NA,14.91,NA,Mental & Behavioural Disorders Due to Psychoactive Ssubstance Use
1998,NHS Greater Glasgow and Clyde,F30 - F39,2420,NA,212.19,NA,1910,NA,167.47,NA,320,NA,28.06,NA,Mood Disorders
1998,NHS Greater Glasgow and Clyde,F40 - F49,520,NA,45.59,NA,460,NA,40.33,NA,20,NA,1.75,NA,"Neurotic, Stress-related & Somatoform Disorders"
1998,NHS Greater Glasgow and Clyde,F00 - F09 or Chapter G and second position F00,2220,NA,194.65,NA,1650,NA,144.67,NA,780,NA,68.39,NA,"Organic, Including Symptomatic Mental Disorders"
1998,NHS Greater Glasgow and Clyde,"F50 - F59, F70 - F99",230,NA,20.17,NA,210,NA,18.41,NA,30,NA,2.63,NA,Other Selected Diagnoses Principally Affecting Children & Young People
1998,NHS Greater Glasgow and Clyde,F20 - F29,1960,NA,171.86,NA,1360,NA,119.25,NA,610,NA,53.49,NA,"Schizophrenia, Schizotypal & Delusional Disorders"
1998,NHS Highland,F60 - F69,120,NA,39.93,NA,80,NA,26.62,NA,10,NA,3.33,NA,Disorders of Adult Personality & Behaviour
